epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
78,971.727,0.65098,1.27552,0.69152,1.0805,0.76829,0.1273,0.13563,0.11562,0.77217,0.12871,0.13639,0.11036,0.80899,2.18997,0.86511,1.01672,0.000657152,0.000657152,0.000657152
79,984.45,0.65625,1.27537,0.67692,1.0596,0.72283,0.12871,0.13553,0.11346,0.73078,0.13013,0.13604,0.10955,0.8255,2.19663,0.88787,1.02328,0.000634019,0.000634019,0.000634019
80,996.732,0.6775,1.23091,0.69566,1.095,0.83852,0.1273,0.13458,0.11256,0.82891,0.12588,0.13436,0.10823,0.85107,2.21534,0.85533,1.02829,0.000611123,0.000611123,0.000611123
81,1009.2,0.64492,1.32234,0.69211,1.06049,0.85374,0.12871,0.13769,0.11651,0.8836,0.1273,0.13589,0.11381,0.85579,2.21015,0.85034,1.05231,0.000588479,0.000588479,0.000588479
82,1021.73,0.63761,1.26789,0.68608,1.05569,0.77251,0.12871,0.13749,0.11757,0.81407,0.12871,0.13749,0.11287,0.85874,2.28742,0.92496,1.05357,0.000566101,0.000566101,0.000566101
83,1034.18,0.63955,1.26582,0.66359,1.05972,0.78282,0.12588,0.13581,0.11186,0.76216,0.1273,0.13574,0.11093,0.90136,2.27367,0.89758,1.07104,0.000544003,0.000544003,0.000544003
84,1046.74,0.66437,1.2773,0.69535,1.06639,0.79029,0.12871,0.13738,0.11424,0.80867,0.12871,0.13727,0.11251,0.88418,2.23694,0.87834,1.084,0.0005222,0.0005222,0.0005222
85,1059.02,0.60188,1.23368,0.64703,1.04554,0.86441,0.12588,0.13469,0.11428,0.88741,0.1273,0.13643,0.11489,0.877,2.16023,0.86192,1.0559,0.000500705,0.000500705,0.000500705
86,1071.38,0.61744,1.21887,0.65759,1.05454,0.90648,0.1273,0.13611,0.11813,0.90183,0.12588,0.13484,0.11284,0.83606,2.22665,0.84562,1.00479,0.000479531,0.000479531,0.000479531
87,1083.87,0.61494,1.19092,0.64725,1.07209,0.8306,0.12871,0.13846,0.11876,0.87623,0.1273,0.13681,0.11373,0.83155,2.12556,0.8426,0.99512,0.000458693,0.000458693,0.000458693
88,1096.27,0.62965,1.32378,0.65458,1.04107,0.83131,0.12588,0.13765,0.11717,0.84065,0.1273,0.13727,0.11232,0.86326,2.189,0.89839,1.01774,0.000438203,0.000438203,0.000438203
89,1108.88,0.628,1.2762,0.65802,1.04984,0.85107,0.12588,0.13504,0.11458,0.85107,0.12588,0.13443,0.11007,0.8832,2.21771,0.91498,1.03335,0.000418074,0.000418074,0.000418074
90,1121.34,0.56602,1.14172,0.59643,1.02714,0.83204,0.12588,0.13571,0.11379,0.83204,0.12588,0.13592,0.11122,0.90277,2.19954,0.93979,1.08234,0.000398319,0.000398319,0.000398319
91,1133.67,0.60707,1.1933,0.62436,1.04115,0.88894,0.12588,0.137,0.11539,0.88894,0.12588,0.13722,0.11293,0.89853,2.18816,0.91211,1.11038,0.00037895,0.00037895,0.00037895
92,1146.25,0.59961,1.26511,0.65454,1.04492,0.83895,0.13013,0.139,0.11872,0.8609,0.12871,0.13751,0.1159,0.89517,2.17251,0.87799,1.09144,0.00035998,0.00035998,0.00035998
93,1158.52,0.64273,1.22329,0.63273,1.0532,0.85709,0.12871,0.13928,0.11826,0.85709,0.12871,0.13965,0.11625,0.88167,2.15781,0.86346,1.07355,0.000341421,0.000341421,0.000341421
94,1171.21,0.61368,1.13705,0.63458,1.04998,0.79832,0.12871,0.13869,0.11785,0.79823,0.1287,0.1386,0.11561,0.89503,2.21535,0.8602,1.09257,0.000323283,0.000323283,0.000323283
95,1183.53,0.58617,1.22929,0.62225,1.02049,0.88269,0.12871,0.13874,0.12015,0.88269,0.12871,0.13854,0.11469,0.86852,2.22444,0.86919,1.05655,0.00030558,0.00030558,0.00030558
96,1195.85,0.60233,1.17968,0.63338,1.04055,0.88779,0.13154,0.14269,0.12281,0.88779,0.13154,0.14299,0.11753,0.85607,2.19227,0.84696,1.03882,0.000288321,0.000288321,0.000288321
97,1208.47,0.59076,1.11545,0.61591,1.03965,0.89739,0.13013,0.14117,0.1228,0.89739,0.13013,0.14069,0.11535,0.83333,2.16106,0.82091,1.01189,0.000271518,0.000271518,0.000271518
98,1220.75,0.60371,1.16863,0.618,1.04204,0.81527,0.13154,0.13846,0.1214,0.81527,0.13154,0.14007,0.11565,0.83188,2.14744,0.8158,1.00729,0.000255182,0.000255182,0.000255182
99,1233.23,0.57226,1.09502,0.58886,1.03831,0.90409,0.1273,0.13871,0.11919,0.90409,0.1273,0.13898,0.11493,0.84779,2.16689,0.85147,1.02884,0.000239322,0.000239322,0.000239322
100,1245.73,0.59974,1.18078,0.60813,1.04331,0.82982,0.12871,0.13849,0.11616,0.82982,0.12871,0.13888,0.11405,0.8602,2.18338,0.87283,1.05481,0.00022395,0.00022395,0.00022395
101,1258.33,0.60929,1.20468,0.61918,1.05215,0.88507,0.1273,0.13824,0.11564,0.88507,0.1273,0.13857,0.1109,0.85574,2.18714,0.81141,1.04942,0.000209073,0.000209073,0.000209073
102,1271.02,0.56964,1.12434,0.6053,1.03111,0.85148,0.13013,0.13888,0.11705,0.8441,0.13013,0.1398,0.11512,0.8572,2.12635,0.81237,1.05513,0.000194703,0.000194703,0.000194703
103,1283.33,0.63113,1.22997,0.6418,1.05582,0.86437,0.13013,0.13915,0.11768,0.86437,0.13013,0.13986,0.11549,0.86595,2.16304,0.83579,1.0621,0.000180847,0.000180847,0.000180847
104,1295.63,0.59973,1.16188,0.61294,1.03715,0.81061,0.13013,0.13791,0.11815,0.7989,0.13013,0.13881,0.11461,0.85275,2.18992,0.83621,1.05585,0.000167515,0.000167515,0.000167515
105,1308.17,0.5669,1.10396,0.60113,1.03252,0.90094,0.12863,0.13765,0.11896,0.90094,0.12863,0.13838,0.11549,0.85858,2.18757,0.83015,1.04992,0.000154716,0.000154716,0.000154716
106,1320.46,0.58466,1.1511,0.61392,1.02827,0.91289,0.1273,0.13689,0.11732,0.91289,0.1273,0.13748,0.11358,0.84807,2.22335,0.83692,1.03767,0.000142456,0.000142456,0.000142456
107,1333.07,0.58657,1.20369,0.61877,1.03075,0.83744,0.1273,0.13771,0.1162,0.90408,0.1273,0.13802,0.11367,0.83151,2.23528,0.83487,1.03342,0.000130745,0.000130745,0.000130745
108,1345.27,0.56252,1.13129,0.57827,1.01621,0.83574,0.12871,0.13835,0.11861,0.81775,0.12871,0.13876,0.11577,0.83695,2.22357,0.83215,1.0159,0.000119589,0.000119589,0.000119589
109,1357.56,0.57176,1.17809,0.60453,1.03408,0.8345,0.12871,0.13906,0.11864,0.81867,0.12871,0.13942,0.11667,0.84965,2.22399,0.83963,1.01547,0.000108995,0.000108995,0.000108995
110,1370.14,0.59909,1.2138,0.62138,1.02951,0.90974,0.12831,0.13917,0.11943,0.87347,0.12871,0.14008,0.11582,0.84145,2.21029,0.83754,1.01393,9.89705e-05,9.89705e-05,9.89705e-05
111,1382.4,0.55957,1.06189,0.58119,1.01489,0.97336,0.1273,0.13909,0.1203,0.89702,0.12871,0.14036,0.11632,0.82337,2.17944,0.82997,1.00035,8.95213e-05,8.95213e-05,8.95213e-05
112,1395.24,0.58598,1.14901,0.61115,1.03035,0.9851,0.1273,0.13958,0.12137,0.88784,0.13013,0.14032,0.11732,0.82527,2.16992,0.83373,0.99445,8.06535e-05,8.06535e-05,8.06535e-05
