epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
16,209.064,1.20969,2.28702,1.40231,1.43968,0.34646,0.13976,0.10445,0.06003,0.29575,0.13636,0.0907,0.05497,1.6506,3.25943,1.98054,1.86301,0.0017624,0.0017624,0.0017624
17,222.173,1.12977,2.26692,1.29811,1.41294,0.53189,0.15455,0.15064,0.10235,0.64862,0.14364,0.13974,0.09064,1.26133,2.9473,1.44865,1.52682,0.00174656,0.00174656,0.00174656
18,234.997,1.1597,2.28647,1.30234,1.42281,0.69608,0.14545,0.15186,0.11038,0.57547,0.12545,0.12284,0.08427,1.23978,3.46732,1.45287,1.45611,0.00173072,0.00173072,0.00173072
19,248.052,1.11168,2.22506,1.27855,1.39604,0.56759,0.15636,0.15516,0.11255,0.54096,0.15091,0.14664,0.09703,1.2958,3.20277,1.53926,1.53011,0.00171488,0.00171488,0.00171488
20,260.913,1.13354,2.13495,1.22504,1.40718,0.68013,0.14545,0.15376,0.10323,0.663,0.13636,0.13907,0.09635,1.25027,3.24739,1.53681,1.45982,0.00169904,0.00169904,0.00169904
21,273.824,1.10326,2.11776,1.21756,1.37947,0.41128,0.13455,0.11238,0.07134,0.46834,0.11636,0.09789,0.05811,1.5982,5.36509,1.94516,1.75087,0.0016832,0.0016832,0.0016832
22,287.017,1.09121,2.22901,1.20692,1.359,0.47926,0.15395,0.13512,0.08764,0.39493,0.12545,0.11151,0.05803,1.41094,3.87005,1.58729,1.56511,0.00166736,0.00166736,0.00166736
23,299.909,1.08624,2.08749,1.23876,1.36215,0.75064,0.14778,0.15885,0.11257,0.75165,0.14182,0.15011,0.10089,1.18903,3.02998,1.42029,1.44487,0.00165152,0.00165152,0.00165152
24,312.865,1.02622,1.99217,1.17408,1.3275,0.59235,0.16182,0.16222,0.11181,0.56473,0.15455,0.15696,0.10405,1.38824,3.20409,1.43168,1.70322,0.00163568,0.00163568,0.00163568
25,325.866,1.09574,2.1385,1.24198,1.36546,0.65337,0.15455,0.15703,0.1115,0.633,0.15091,0.1532,0.10701,1.2576,3.13273,1.5361,1.50436,0.00161984,0.00161984,0.00161984
26,338.603,1.07482,2.00771,1.16396,1.34074,0.61755,0.15455,0.16237,0.11848,0.61997,0.15091,0.15592,0.11495,1.15225,2.90809,1.414,1.41954,0.001604,0.001604,0.001604
27,351.655,1.04687,2.01833,1.15166,1.32336,0.58834,0.16727,0.16658,0.12136,0.58015,0.16545,0.16083,0.11571,1.23831,2.86386,1.28031,1.44666,0.00158816,0.00158816,0.00158816
28,364.674,1.04114,2.11629,1.15703,1.30833,0.71481,0.14727,0.15588,0.10974,0.70598,0.14545,0.15342,0.1068,1.2433,2.60251,1.42988,1.45175,0.00157232,0.00157232,0.00157232
29,377.739,1.06434,2.04113,1.19156,1.35217,0.51235,0.16182,0.15999,0.11703,0.62559,0.14886,0.15402,0.10766,1.14027,2.67405,1.44112,1.38408,0.00155648,0.00155648,0.00155648
30,390.594,1.02975,2.04617,1.16439,1.33573,0.76592,0.15273,0.15972,0.11783,0.62696,0.13818,0.13734,0.07024,1.19238,3.64494,1.55714,1.44704,0.00154064,0.00154064,0.00154064
31,403.312,0.9636,1.99745,1.10992,1.29672,0.73557,0.15455,0.16365,0.12769,0.72692,0.15273,0.16129,0.12677,1.07937,2.6242,1.32661,1.34972,0.0015248,0.0015248,0.0015248
32,416.535,0.99665,1.92574,1.1051,1.31559,0.57131,0.15091,0.15239,0.10092,0.63618,0.14545,0.14818,0.09932,1.32539,2.85719,1.46754,1.56505,0.00150896,0.00150896,0.00150896
33,430.311,0.91366,1.83876,1.03028,1.24515,0.67487,0.15091,0.15433,0.10508,0.63749,0.14545,0.14986,0.10343,1.30161,2.80559,1.48464,1.47239,0.00149312,0.00149312,0.00149312
34,443.293,0.95153,1.91162,1.07662,1.26261,0.60205,0.16545,0.16636,0.12493,0.58035,0.16,0.16082,0.1121,1.05946,2.66884,1.23003,1.28774,0.00147728,0.00147728,0.00147728
35,456.018,0.98424,1.96973,1.10576,1.2848,0.63528,0.16545,0.16191,0.11893,0.59618,0.16374,0.15959,0.11767,1.19841,2.6959,1.28129,1.39932,0.00146144,0.00146144,0.00146144
36,468.934,0.9591,1.95052,1.08034,1.27172,0.68464,0.16727,0.17415,0.12839,0.67235,0.16727,0.16852,0.12494,1.06797,2.70543,1.21523,1.30191,0.0014456,0.0014456,0.0014456
37,482.155,0.94522,1.9688,1.08397,1.27658,0.60735,0.16364,0.1648,0.11942,0.81933,0.15091,0.1634,0.12292,1.24534,2.60709,1.43032,1.50746,0.00142976,0.00142976,0.00142976
38,495.207,0.96613,2.02589,1.03024,1.28867,0.55749,0.16,0.15624,0.10626,0.55342,0.15091,0.14739,0.09879,1.35148,3.54234,1.52886,1.53714,0.00141392,0.00141392,0.00141392
39,508.139,0.98407,2.01938,1.09352,1.30548,0.80584,0.15818,0.16644,0.13003,0.78731,0.15455,0.16071,0.12787,1.09952,2.50506,1.12445,1.32263,0.00139808,0.00139808,0.00139808
40,521.012,0.94414,1.84992,1.03692,1.26604,0.66986,0.16909,0.16529,0.11335,0.66266,0.16727,0.16442,0.12056,1.31292,2.60448,1.31299,1.50733,0.00138224,0.00138224,0.00138224
41,533.773,0.96499,1.91225,1.07041,1.27895,0.76914,0.16545,0.17737,0.13694,0.75044,0.16,0.17362,0.13553,1.01225,2.52297,1.08919,1.23564,0.0013664,0.0013664,0.0013664
42,546.888,0.90427,1.85658,1.01514,1.2276,0.62719,0.16727,0.17275,0.12881,0.59283,0.16,0.16174,0.12367,1.08132,2.74939,1.16183,1.29295,0.00135056,0.00135056,0.00135056
43,559.769,0.92412,1.86095,1.037,1.23824,0.7408,0.16182,0.17149,0.1303,0.77389,0.15818,0.1689,0.12326,1.07128,2.69206,1.25159,1.27744,0.00133472,0.00133472,0.00133472
44,572.913,0.86414,1.7857,1.01981,1.21059,0.68176,0.16182,0.1687,0.12219,0.6649,0.15636,0.16054,0.1188,1.16454,2.58135,1.2659,1.37461,0.00131888,0.00131888,0.00131888
45,585.752,0.95273,1.8551,1.02153,1.26144,0.76999,0.16,0.16763,0.13036,0.75722,0.15818,0.16575,0.12424,1.07773,2.47377,1.15295,1.30024,0.00130304,0.00130304,0.00130304
46,598.566,0.93383,1.85261,1.05626,1.27344,0.84229,0.16182,0.17651,0.13247,0.8137,0.15636,0.1697,0.13023,1.14954,2.53084,1.13438,1.41944,0.0012872,0.0012872,0.0012872
47,611.51,0.93497,1.9131,1.0402,1.27212,0.74956,0.16364,0.1711,0.12439,0.74123,0.16182,0.16669,0.12441,1.1048,2.39185,1.21886,1.31738,0.00127136,0.00127136,0.00127136
48,624.372,0.85128,1.6783,0.96568,1.1882,0.73801,0.16182,0.17491,0.13515,0.77552,0.15455,0.16753,0.12538,1.04354,2.66033,1.07724,1.25677,0.00125552,0.00125552,0.00125552
49,637.436,0.90445,1.90055,0.9935,1.23989,0.68177,0.16727,0.17168,0.13707,0.66695,0.16364,0.1674,0.13191,0.9498,2.49163,1.06567,1.14715,0.00123968,0.00123968,0.00123968
50,650.283,0.8976,1.86611,0.99494,1.23389,0.70713,0.16682,0.17283,0.13768,0.68666,0.16545,0.16834,0.13322,0.98279,2.43897,1.06343,1.23241,0.00122384,0.00122384,0.00122384
51,663.171,0.89459,1.74468,0.99109,1.23904,0.76268,0.1636,0.17201,0.12928,0.73363,0.16182,0.16976,0.11944,1.09165,2.70662,1.19631,1.3587,0.001208,0.001208,0.001208
52,676.187,0.90576,1.74045,0.97712,1.23041,0.7798,0.16909,0.17528,0.13387,0.72524,0.16182,0.16777,0.12636,1.10118,2.68736,1.15544,1.31648,0.00119216,0.00119216,0.00119216
53,689.067,0.85929,1.72607,0.97205,1.20951,0.66836,0.16856,0.17264,0.13108,0.65394,0.16492,0.16749,0.12418,1.09339,2.71008,1.14486,1.34317,0.00117632,0.00117632,0.00117632
54,702.322,0.86776,1.86979,0.96242,1.21371,0.60762,0.16364,0.16775,0.12663,0.69659,0.15273,0.15963,0.12466,1.11313,2.72593,1.15391,1.3639,0.00116048,0.00116048,0.00116048
55,715.243,0.85509,1.77772,0.94906,1.18715,0.5838,0.17273,0.17213,0.12701,0.60526,0.17273,0.16775,0.11929,1.10796,2.81387,1.25899,1.32246,0.00114464,0.00114464,0.00114464
56,728.145,0.84588,1.8056,0.89761,1.19887,0.75018,0.17273,0.18155,0.14286,0.75669,0.16909,0.17509,0.13561,0.9674,2.6458,1.03652,1.26691,0.0011288,0.0011288,0.0011288
57,741.232,0.8525,1.7766,0.95773,1.1939,0.77126,0.16545,0.17601,0.14167,0.77973,0.16727,0.17613,0.14531,0.93583,2.38513,1.00362,1.15986,0.00111296,0.00111296,0.00111296
58,754.245,0.83973,1.75065,0.91888,1.1681,0.64484,0.17273,0.17711,0.13337,0.63721,0.17091,0.16734,0.12599,1.00219,2.60136,1.0718,1.27253,0.00109712,0.00109712,0.00109712
59,767.376,0.8258,1.76971,0.90887,1.18036,0.68212,0.16727,0.16991,0.13368,0.65627,0.16182,0.16368,0.11946,0.99845,3.11814,1.11278,1.31047,0.00108128,0.00108128,0.00108128
60,780.251,0.83851,1.76985,0.92638,1.19734,0.59531,0.17273,0.16939,0.13033,0.58851,0.17091,0.16706,0.12979,0.99313,2.46771,1.11625,1.22006,0.00106544,0.00106544,0.00106544
61,792.967,0.83752,1.73219,0.90275,1.18067,0.71296,0.16727,0.17443,0.13355,0.62532,0.16727,0.16929,0.13005,1.02535,2.414,1.16549,1.26802,0.0010496,0.0010496,0.0010496
62,806.099,0.82391,1.60546,0.88037,1.18536,0.64371,0.1741,0.17534,0.13309,0.63738,0.17257,0.17276,0.13389,1.01427,2.39833,1.12242,1.23174,0.00103376,0.00103376,0.00103376
63,818.823,0.86065,1.72658,0.94578,1.19982,0.6331,0.16909,0.1707,0.13207,0.6331,0.16909,0.1702,0.13129,1.01483,2.43727,1.18606,1.23763,0.00101792,0.00101792,0.00101792
64,831.931,0.80725,1.71323,0.90771,1.1717,0.61977,0.17273,0.17382,0.13209,0.73098,0.16364,0.16792,0.12819,0.98545,2.37235,1.16416,1.24085,0.00100208,0.00100208,0.00100208
65,844.689,0.80358,1.67125,0.90063,1.17058,0.61716,0.17273,0.1738,0.13008,0.61066,0.17091,0.17133,0.13213,1.00897,2.26999,1.06224,1.25245,0.00098624,0.00098624,0.00098624
66,858.224,0.84011,1.61915,0.91959,1.19521,0.75771,0.15636,0.16621,0.13751,0.81569,0.14727,0.16003,0.13364,0.93591,2.6507,1.04979,1.1704,0.0009704,0.0009704,0.0009704
67,871.266,0.82581,1.72874,0.91326,1.17468,0.68714,0.17091,0.17632,0.13497,0.67983,0.16909,0.17201,0.13612,1.0109,2.56111,1.09305,1.23806,0.00095456,0.00095456,0.00095456
68,884.26,0.86372,1.88486,0.96244,1.21029,0.6735,0.17455,0.17433,0.13602,0.68182,0.16727,0.16903,0.13206,0.97271,2.6219,1.19078,1.19195,0.00093872,0.00093872,0.00093872
69,897.29,0.82377,1.7596,0.87274,1.18277,0.81542,0.15636,0.16972,0.13275,0.80594,0.15455,0.16404,0.13155,0.94664,2.43862,1.22959,1.20218,0.00092288,0.00092288,0.00092288
70,910.029,0.79113,1.71461,0.86555,1.15973,0.71687,0.17033,0.17566,0.14105,0.70853,0.16545,0.17069,0.13777,0.9001,2.34375,1.0999,1.15264,0.00090704,0.00090704,0.00090704
71,922.785,0.84395,1.79352,0.93179,1.17669,0.76176,0.17273,0.18202,0.14218,0.72645,0.16899,0.17554,0.14053,0.96405,2.47919,1.00906,1.19984,0.0008912,0.0008912,0.0008912
72,935.781,0.79629,1.72423,0.88546,1.14121,0.86002,0.16909,0.17943,0.14537,0.85077,0.16727,0.17554,0.1398,0.92743,2.54543,0.94506,1.15114,0.00087536,0.00087536,0.00087536
73,948.579,0.74701,1.58564,0.81344,1.13105,0.79118,0.17091,0.1738,0.13599,0.83395,0.16727,0.16768,0.1329,0.97671,2.52305,1.01907,1.18949,0.00085952,0.00085952,0.00085952
74,961.59,0.76304,1.59566,0.83574,1.14762,0.73362,0.17455,0.1755,0.1362,0.71833,0.17091,0.17072,0.1345,0.94386,2.52921,0.98831,1.18285,0.00084368,0.00084368,0.00084368
75,974.44,0.76469,1.62289,0.8533,1.13539,0.66301,0.17273,0.17892,0.13556,0.64149,0.16727,0.17388,0.13711,0.98513,2.29305,1.02667,1.22937,0.00082784,0.00082784,0.00082784
76,987.187,0.75066,1.61251,0.82815,1.13809,0.71585,0.17636,0.18698,0.14342,0.74896,0.17455,0.18289,0.14595,0.98966,2.23372,0.92981,1.19346,0.000812,0.000812,0.000812
77,1000.27,0.76133,1.54584,0.79725,1.12947,0.74989,0.17818,0.1796,0.14759,0.74224,0.17636,0.17802,0.14271,0.92185,2.41388,0.97884,1.14335,0.00079616,0.00079616,0.00079616
78,1013.11,0.76777,1.50098,0.83418,1.13904,0.70477,0.17818,0.17827,0.14067,0.68993,0.17455,0.17595,0.13988,0.92967,2.33203,0.99906,1.14309,0.00078032,0.00078032,0.00078032
79,1026.12,0.74786,1.57439,0.80179,1.13776,0.87509,0.16545,0.17981,0.14156,0.8475,0.16545,0.17721,0.14399,1.00109,2.2968,1.03127,1.18701,0.00076448,0.00076448,0.00076448
80,1038.82,0.76855,1.50761,0.80572,1.16415,0.83006,0.17636,0.18178,0.14428,0.80439,0.17091,0.17657,0.1462,0.94287,2.29808,0.98796,1.15517,0.00074864,0.00074864,0.00074864
81,1051.67,0.73251,1.62992,0.78952,1.12321,0.73208,0.17389,0.17932,0.149,0.71656,0.17008,0.17511,0.14698,0.88389,2.34767,0.98416,1.10655,0.0007328,0.0007328,0.0007328
82,1064.71,0.76716,1.55219,0.82831,1.12808,0.77261,0.16909,0.17413,0.13869,0.76431,0.16727,0.17058,0.14217,0.88185,2.30538,0.95878,1.10778,0.00071696,0.00071696,0.00071696
83,1077.54,0.76616,1.51044,0.81307,1.13607,0.75807,0.17636,0.17418,0.14246,0.73903,0.16992,0.17157,0.14227,0.8455,2.36643,0.97297,1.06815,0.00070112,0.00070112,0.00070112
84,1090.39,0.73649,1.46785,0.7987,1.12158,0.77968,0.17636,0.18261,0.14526,0.75543,0.17091,0.17642,0.14539,0.90239,2.50253,0.98057,1.12668,0.00068528,0.00068528,0.00068528
85,1103.37,0.74464,1.5006,0.83508,1.13263,0.76008,0.17091,0.17699,0.13986,0.74341,0.16727,0.172,0.14251,0.9611,2.59289,1.0063,1.16761,0.00066944,0.00066944,0.00066944
86,1116.15,0.75191,1.53145,0.8138,1.12591,0.8051,0.17455,0.18069,0.14027,0.78833,0.17091,0.17451,0.14368,0.92638,2.5248,0.96103,1.1448,0.0006536,0.0006536,0.0006536
87,1129.05,0.71035,1.45916,0.74996,1.10451,0.78922,0.17455,0.18188,0.14714,0.77278,0.17091,0.17635,0.14288,0.87671,2.43653,0.93989,1.09675,0.00063776,0.00063776,0.00063776
88,1141.88,0.71694,1.48733,0.79017,1.11706,0.78264,0.18,0.18018,0.14687,0.77311,0.17455,0.17436,0.14826,0.87026,2.45233,0.94077,1.05674,0.00062192,0.00062192,0.00062192
89,1154.75,0.68066,1.45092,0.75011,1.09308,0.73286,0.17636,0.18018,0.14789,0.74746,0.17455,0.17677,0.14663,0.85396,2.3924,0.9549,1.04575,0.00060608,0.00060608,0.00060608
90,1167.58,0.71697,1.45828,0.73343,1.10292,0.68056,0.18182,0.18318,0.14677,0.67375,0.18,0.1779,0.14359,0.8771,2.44288,0.98119,1.10902,0.00059024,0.00059024,0.00059024
91,1180.33,0.69158,1.5647,0.76621,1.07103,0.76053,0.17901,0.18061,0.14584,0.73055,0.17636,0.17338,0.14369,0.85964,2.5098,1.03095,1.09097,0.0005744,0.0005744,0.0005744
92,1193.28,0.7247,1.42879,0.75891,1.11357,0.7805,0.17636,0.18008,0.14427,0.7713,0.17455,0.17628,0.14373,0.8361,2.5438,0.98452,1.04265,0.00055856,0.00055856,0.00055856
93,1206.07,0.72173,1.49984,0.78829,1.09635,0.75493,0.17818,0.18023,0.1447,0.7217,0.17273,0.17506,0.14218,0.9268,2.5623,0.93813,1.14373,0.00054272,0.00054272,0.00054272
94,1218.91,0.72932,1.59095,0.77238,1.09394,0.838,0.17273,0.18001,0.14735,0.82036,0.16909,0.1743,0.14841,0.88304,2.4489,0.93446,1.10478,0.00052688,0.00052688,0.00052688
95,1231.93,0.71496,1.47149,0.77926,1.1086,0.80696,0.16545,0.17534,0.14064,0.78923,0.16182,0.16765,0.13678,0.89591,2.50044,0.96425,1.13855,0.00051104,0.00051104,0.00051104
96,1244.9,0.7317,1.55097,0.75594,1.10328,0.72474,0.17234,0.17303,0.14238,0.70974,0.16894,0.16901,0.14136,0.8783,2.45434,0.98004,1.11993,0.0004952,0.0004952,0.0004952
97,1257.86,0.70971,1.51779,0.77342,1.11541,0.70924,0.17273,0.17901,0.14235,0.70212,0.17273,0.17609,0.14298,0.9191,2.34095,0.96349,1.1582,0.00047936,0.00047936,0.00047936
98,1271.37,0.71508,1.54445,0.74881,1.10515,0.74511,0.16909,0.17374,0.14037,0.72812,0.16545,0.16845,0.13795,0.90522,2.48606,1.01937,1.12796,0.00046352,0.00046352,0.00046352
99,1284.26,0.7168,1.44118,0.74209,1.10224,0.73674,0.16909,0.17355,0.13996,0.71188,0.16909,0.17078,0.13915,0.94563,2.51838,1.02028,1.14284,0.00044768,0.00044768,0.00044768
100,1297.24,0.69728,1.44381,0.75764,1.08721,0.74907,0.17455,0.17521,0.14649,0.73921,0.17091,0.17097,0.14587,0.84143,2.37449,1.01502,1.06738,0.00043184,0.00043184,0.00043184
101,1310.09,0.67583,1.41121,0.72553,1.08723,0.76839,0.17091,0.17768,0.14458,0.75905,0.17273,0.17562,0.14255,0.85258,2.63683,1.01282,1.09075,0.000416,0.000416,0.000416
102,1323.19,0.66174,1.39823,0.71158,1.07062,0.80296,0.17042,0.17629,0.14237,0.75326,0.17208,0.17436,0.14473,0.91173,2.43926,0.94993,1.13299,0.00040016,0.00040016,0.00040016
103,1335.89,0.63095,1.26222,0.64847,1.06804,0.80789,0.16822,0.17566,0.14384,0.80789,0.16822,0.17482,0.1439,0.90004,2.34501,0.9767,1.12521,0.00038432,0.00038432,0.00038432
104,1348.85,0.69259,1.48826,0.70009,1.10079,0.82847,0.16545,0.17559,0.14696,0.81936,0.16364,0.17346,0.14786,0.88946,2.40754,0.97031,1.13319,0.00036848,0.00036848,0.00036848
105,1361.71,0.66903,1.44106,0.70445,1.07732,0.83737,0.16852,0.17643,0.14625,0.76255,0.17091,0.17414,0.14556,0.84997,2.42963,0.92786,1.09474,0.00035264,0.00035264,0.00035264
106,1374.66,0.64878,1.33836,0.68953,1.07604,0.79249,0.17455,0.17779,0.14354,0.77598,0.17091,0.17382,0.14398,0.88669,2.35104,0.97543,1.09941,0.0003368,0.0003368,0.0003368
107,1387.62,0.65435,1.45293,0.68895,1.04807,0.77013,0.17636,0.17991,0.1462,0.75425,0.17273,0.17658,0.14619,0.88401,2.36511,0.98569,1.10456,0.00032096,0.00032096,0.00032096
108,1400.53,0.69921,1.51697,0.72104,1.08019,0.72621,0.17273,0.17874,0.14824,0.71857,0.17091,0.17408,0.14704,0.83562,2.38253,0.93986,1.06648,0.00030512,0.00030512,0.00030512
109,1413.39,0.64822,1.32639,0.69145,1.06822,0.77714,0.16909,0.17609,0.14763,0.76878,0.16727,0.17245,0.14741,0.8278,2.31822,0.97008,1.05387,0.00028928,0.00028928,0.00028928
110,1426.31,0.63955,1.31654,0.68317,1.05764,0.79696,0.17273,0.17667,0.14674,0.78018,0.16909,0.17321,0.14702,0.83832,2.26241,0.97007,1.06208,0.00027344,0.00027344,0.00027344
111,1439.05,0.6444,1.32021,0.68032,1.08016,0.74442,0.17273,0.17779,0.147,0.73607,0.17091,0.1748,0.14539,0.85548,2.34485,0.97285,1.08149,0.0002576,0.0002576,0.0002576
112,1452.12,0.64409,1.31969,0.67435,1.06919,0.75251,0.17691,0.17938,0.14725,0.73704,0.17327,0.1715,0.14625,0.81872,2.37454,0.95056,1.04292,0.00024176,0.00024176,0.00024176
113,1465.02,0.64767,1.34179,0.67349,1.05744,0.72046,0.17636,0.17774,0.14819,0.71304,0.17455,0.17211,0.14606,0.80601,2.38557,0.95553,1.02071,0.00022592,0.00022592,0.00022592
114,1477.92,0.64452,1.36438,0.67368,1.06619,0.80607,0.16626,0.17878,0.14651,0.78844,0.16262,0.1733,0.1467,0.85403,2.36857,0.93183,1.08784,0.00021008,0.00021008,0.00021008
115,1490.76,0.63669,1.34422,0.66561,1.05368,0.76891,0.16909,0.1792,0.14761,0.75213,0.16545,0.17215,0.14652,0.82267,2.30559,0.91673,1.06666,0.00019424,0.00019424,0.00019424
116,1505.56,0.57631,1.40954,0.64836,1.08289,0.7934,0.17273,0.17986,0.15079,0.7842,0.17091,0.17856,0.15026,0.8348,2.28156,0.93164,1.05455,0.0001784,0.0001784,0.0001784
117,1518.44,0.51753,1.40311,0.52484,1.0569,0.83947,0.17091,0.17785,0.15038,0.8216,0.16727,0.17276,0.15223,0.84076,2.2462,0.93331,1.0626,0.00016256,0.00016256,0.00016256
118,1531.11,0.52832,1.49288,0.54074,1.04637,0.80054,0.17091,0.17778,0.15073,0.79143,0.16909,0.17397,0.15193,0.81964,2.29797,0.93558,1.03588,0.00014672,0.00014672,0.00014672
119,1543.99,0.51583,1.41354,0.48434,1.04406,0.8517,0.17455,0.18098,0.15152,0.83396,0.17091,0.17517,0.15109,0.84756,2.33205,0.93372,1.07634,0.00013088,0.00013088,0.00013088
120,1556.72,0.51302,1.40199,0.4981,1.04088,0.80146,0.17636,0.1806,0.15267,0.7932,0.17455,0.17877,0.15275,0.83371,2.35068,0.92163,1.06233,0.00011504,0.00011504,0.00011504
121,1569.37,0.48354,1.24885,0.46499,1.04174,0.81133,0.17636,0.1818,0.15269,0.80297,0.17455,0.17705,0.15222,0.83532,2.36574,0.92218,1.05203,9.92e-05,9.92e-05,9.92e-05
122,1582.01,0.48547,1.33661,0.49042,1.02011,0.74745,0.17818,0.17965,0.15119,0.73909,0.17636,0.17604,0.15254,0.84382,2.37578,0.92228,1.05777,8.336e-05,8.336e-05,8.336e-05
123,1594.71,0.48712,1.33807,0.47033,1.03494,0.80365,0.17455,0.17893,0.15173,0.80365,0.17455,0.17757,0.15261,0.8386,2.35838,0.9134,1.05798,6.752e-05,6.752e-05,6.752e-05
124,1607.36,0.48999,1.33504,0.45033,1.02744,0.79431,0.17455,0.17863,0.15126,0.79431,0.17455,0.17798,0.15175,0.83494,2.35855,0.91009,1.04471,5.168e-05,5.168e-05,5.168e-05
125,1620.01,0.49172,1.36087,0.45732,1.02116,0.77884,0.17288,0.17788,0.15049,0.77065,0.17106,0.17552,0.15102,0.8136,2.34321,0.91175,1.02427,3.584e-05,3.584e-05,3.584e-05
