epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,12.4886,0.53137,1.04118,0.54482,1.00699,0.79369,0.13013,0.14099,0.1172,0.79369,0.13013,0.14126,0.11322,0.85807,2.06061,0.86897,1.03418,0.00024,0.00024,0.00024
2,25.4957,0.58838,1.17593,0.5885,1.03363,0.81169,0.1273,0.13616,0.11669,0.93651,0.12588,0.1344,0.1107,0.78854,2.16707,0.86095,0.96655,0.000499922,0.000499922,0.000499922
3,38.5832,0.61404,1.23965,0.65081,1.03331,0.90965,0.12447,0.13475,0.11389,0.72735,0.12588,0.13306,0.10684,0.86155,2.20826,0.98461,1.03507,0.000759525,0.000759525,0.000759525
4,51.3442,0.66981,1.31797,0.67288,1.06369,0.83336,0.12164,0.12775,0.11306,0.86254,0.12447,0.12898,0.10263,0.8313,2.57087,0.98512,1.02598,0.00101857,0.00101857,0.00101857
5,63.4506,0.66113,1.24694,0.68358,1.06006,0.8472,0.12447,0.13229,0.11097,0.72193,0.12871,0.13483,0.10464,0.89155,2.33131,1.19866,1.02346,0.0012768,0.0012768,0.0012768
6,75.3703,0.67808,1.33697,0.69153,1.07606,0.79059,0.1273,0.13283,0.1058,0.8573,0.1273,0.13622,0.10261,1.00716,2.42548,1.12724,1.16143,0.00153399,0.00153399,0.00153399
7,87.5044,0.65794,1.31338,0.72674,1.05843,0.78468,0.12306,0.13094,0.09582,0.7937,0.12447,0.13109,0.09479,1.14243,2.3193,1.13677,1.41006,0.00178989,0.00178989,0.00178989
8,99.6348,0.67944,1.42996,0.71091,1.06569,0.73338,0.12306,0.12614,0.10239,0.74352,0.12447,0.12656,0.09133,1.05598,2.85115,1.23197,1.25741,0.00198472,0.00198472,0.00198472
9,111.838,0.74181,1.4815,0.77105,1.12953,0.70181,0.12306,0.12154,0.09384,0.69375,0.12164,0.12202,0.0911,1.11496,2.9562,1.32574,1.40364,0.00198006,0.00198006,0.00198006
10,124.547,0.72968,1.46909,0.78808,1.09298,0.67596,0.12871,0.12941,0.10007,0.65807,0.12447,0.12796,0.09016,0.98469,3.49015,1.19538,1.19565,0.00197478,0.00197478,0.00197478
11,136.771,0.70688,1.33153,0.75768,1.0962,0.59121,0.12164,0.12386,0.09668,0.54996,0.11315,0.11452,0.06661,1.09902,3.90277,1.34722,1.23684,0.0019689,0.0019689,0.0019689
12,148.875,0.71296,1.31315,0.75573,1.10846,0.89727,0.12447,0.13175,0.10841,0.83918,0.11881,0.12617,0.09251,0.90886,2.74691,1.19945,1.09983,0.00196241,0.00196241,0.00196241
13,161.172,0.71583,1.43156,0.74971,1.09336,0.67053,0.12164,0.12185,0.08751,0.67053,0.12164,0.12209,0.08864,1.19573,2.7322,1.28322,1.41642,0.00195532,0.00195532,0.00195532
14,173.228,0.74047,1.38366,0.78661,1.11198,0.58536,0.1174,0.11494,0.08139,0.72684,0.11174,0.11434,0.08055,1.33617,2.52263,1.43093,1.5424,0.00194763,0.00194763,0.00194763
15,185.706,0.70772,1.41197,0.73317,1.09885,0.65589,0.12588,0.12962,0.10294,0.86394,0.12164,0.13195,0.09841,1.05912,2.37188,1.24939,1.28307,0.00193935,0.00193935,0.00193935
16,197.813,0.72097,1.38505,0.74877,1.10367,0.86399,0.1174,0.1277,0.0974,0.84233,0.11598,0.12467,0.09193,1.12513,2.55539,1.22486,1.35612,0.00193048,0.00193048,0.00193048
17,209.952,0.72845,1.41741,0.78036,1.11309,0.73514,0.12164,0.12078,0.08831,0.73514,0.12164,0.12086,0.08893,1.26605,2.35166,1.28536,1.46724,0.00192103,0.00192103,0.00192103
18,222.605,0.72423,1.42751,0.76531,1.10358,0.80654,0.1174,0.12415,0.10034,0.75795,0.11033,0.11686,0.08738,1.08074,3.12109,1.18877,1.22912,0.001911,0.001911,0.001911
19,234.815,0.70234,1.44045,0.77253,1.10791,0.79835,0.1174,0.12257,0.09267,0.75131,0.11457,0.11514,0.08504,1.05455,2.83311,1.36942,1.26044,0.00190041,0.00190041,0.00190041
20,246.964,0.71038,1.39165,0.7602,1.10574,0.64862,0.12011,0.12342,0.09039,0.64854,0.11174,0.11246,0.08224,1.07116,3.66267,1.34199,1.23404,0.00188926,0.00188926,0.00188926
21,259.348,0.70443,1.36739,0.76127,1.08933,0.70958,0.12023,0.12399,0.09976,0.70958,0.12023,0.12283,0.0981,0.98156,2.58544,1.21856,1.13646,0.00187754,0.00187754,0.00187754
22,271.529,0.73622,1.42042,0.75053,1.10695,0.8143,0.1174,0.1205,0.09203,0.80449,0.11598,0.11834,0.08977,1.15196,3.18168,1.51943,1.29769,0.00186528,0.00186528,0.00186528
23,283.828,0.72743,1.41333,0.76873,1.10989,0.77398,0.12164,0.12862,0.10031,0.76477,0.12023,0.12736,0.09731,1.02151,2.62818,1.27724,1.26335,0.00185248,0.00185248,0.00185248
24,296.063,0.71509,1.34538,0.7706,1.10881,0.82078,0.12164,0.13249,0.10946,0.86571,0.12023,0.12984,0.10145,1.02839,2.83361,1.02207,1.2685,0.00183915,0.00183915,0.00183915
25,308.173,0.72439,1.47286,0.75957,1.09367,0.85951,0.12164,0.13045,0.09779,0.85951,0.12164,0.13033,0.09433,1.09306,2.52971,1.08027,1.28395,0.0018253,0.0018253,0.0018253
