epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
23,289.342,0.7089,1.33319,0.76236,1.10149,0.79043,0.1227,0.13055,0.10558,0.81522,0.12164,0.12767,0.10084,1.0693,2.37394,1.10981,1.27437,0.00185248,0.00185248,0.00185248
24,301.956,0.71684,1.37952,0.75841,1.11133,0.78501,0.12306,0.13088,0.1069,0.80306,0.12588,0.13058,0.10278,0.9277,2.65305,1.08783,1.15834,0.00183915,0.00183915,0.00183915
25,314.261,0.72997,1.40537,0.7866,1.10304,0.73565,0.1174,0.12386,0.10153,0.73565,0.1174,0.12195,0.09259,0.96735,2.55818,1.16722,1.11728,0.0018253,0.0018253,0.0018253
26,326.699,0.72293,1.41033,0.7835,1.0995,0.7954,0.12164,0.13207,0.10838,0.7954,0.12164,0.12793,0.10272,0.92234,2.51517,1.06676,1.12801,0.00181093,0.00181093,0.00181093
27,339.091,0.68506,1.32959,0.7376,1.09517,0.83328,0.12306,0.12996,0.10646,0.83268,0.12164,0.12968,0.10422,0.98549,2.33617,1.19554,1.22529,0.00179605,0.00179605,0.00179605
28,351.654,0.73029,1.3643,0.77749,1.11945,0.77085,0.12447,0.13199,0.11212,0.77961,0.12588,0.13288,0.10783,0.98222,2.2825,1.0897,1.09972,0.00178068,0.00178068,0.00178068
29,364.188,0.73326,1.39961,0.80303,1.10542,0.84741,0.12023,0.12984,0.11034,0.84741,0.12023,0.1304,0.10377,0.92321,2.4812,1.11766,1.11905,0.00176482,0.00176482,0.00176482
30,376.456,0.67608,1.32744,0.72555,1.07774,0.86919,0.12447,0.13633,0.11113,0.86919,0.12447,0.1373,0.10555,0.9557,2.42186,0.99815,1.12612,0.00174848,0.00174848,0.00174848
31,388.997,0.68362,1.31788,0.73967,1.07072,0.73926,0.12588,0.134,0.11376,0.73095,0.12447,0.13219,0.10715,0.8731,2.37197,0.98053,1.02436,0.00173168,0.00173168,0.00173168
32,401.363,0.69494,1.27354,0.73301,1.08648,0.74239,0.12588,0.12978,0.10124,0.73515,0.12306,0.12766,0.09624,1.12811,2.34951,1.20132,1.26755,0.00171442,0.00171442,0.00171442
33,413.752,0.71942,1.34303,0.7667,1.09552,0.70884,0.1273,0.13307,0.11011,0.70884,0.1273,0.13231,0.10503,0.96908,2.47527,1.1162,1.17221,0.00169672,0.00169672,0.00169672
34,426.261,0.66448,1.27615,0.69521,1.07578,0.59409,0.12164,0.12909,0.1043,0.59409,0.12164,0.12737,0.10059,1.02429,2.48433,1.07363,1.18391,0.00167858,0.00167858,0.00167858
35,438.667,0.72104,1.32093,0.73016,1.11077,0.82536,0.12447,0.13555,0.11616,0.81598,0.12306,0.13417,0.10754,0.84623,2.37882,0.96188,1.01651,0.00166002,0.00166002,0.00166002
36,451.041,0.73975,1.34779,0.76432,1.12712,0.81159,0.12306,0.1308,0.11236,0.82366,0.12447,0.12981,0.10589,0.90914,2.49938,0.99544,1.064,0.00164105,0.00164105,0.00164105
37,463.444,0.69535,1.29683,0.73727,1.074,0.7595,0.12306,0.13093,0.10775,0.65257,0.12871,0.13213,0.10414,1.00153,2.35778,1.05411,1.18318,0.00162168,0.00162168,0.00162168
38,475.673,0.70596,1.30551,0.73237,1.10434,0.79278,0.12588,0.13206,0.10648,0.77965,0.12447,0.13141,0.10293,0.95055,2.45884,1.06692,1.09088,0.00160193,0.00160193,0.00160193
39,488.234,0.69882,1.32539,0.73647,1.08904,0.79752,0.12871,0.13568,0.11282,0.78876,0.1273,0.13339,0.10681,0.97272,2.47791,0.97785,1.17462,0.0015818,0.0015818,0.0015818
40,500.656,0.68959,1.35928,0.71792,1.0888,0.82803,0.12588,0.1345,0.11096,0.82803,0.12588,0.13476,0.10846,0.90141,2.35976,1.00624,1.12623,0.00156131,0.00156131,0.00156131
41,513.194,0.66546,1.27762,0.69672,1.08032,0.75566,0.1273,0.13156,0.10508,0.81655,0.12591,0.13181,0.10294,0.94153,2.33336,1.16233,1.15984,0.00154047,0.00154047,0.00154047
42,525.585,0.68754,1.24655,0.71832,1.07837,0.78494,0.12306,0.12944,0.1103,0.76511,0.12439,0.12908,0.10646,0.87515,2.27092,1.06544,1.05221,0.0015193,0.0015193,0.0015193
43,537.816,0.67983,1.26225,0.68436,1.09636,0.82656,0.12588,0.13333,0.11185,0.89994,0.12164,0.13295,0.10727,0.92355,2.23954,1.01319,1.12391,0.0014978,0.0014978,0.0014978
44,550.2,0.65146,1.18633,0.68686,1.06948,0.81588,0.12588,0.13423,0.11445,0.81711,0.12588,0.13195,0.10426,0.8617,2.34026,0.88103,1.05716,0.001476,0.001476,0.001476
45,562.598,0.64407,1.2555,0.66859,1.0782,0.72452,0.12871,0.13588,0.11528,0.73775,0.12871,0.1343,0.11124,0.86462,2.30029,0.90836,1.09273,0.0014539,0.0014539,0.0014539
46,575.166,0.71245,1.41798,0.77426,1.10273,0.76476,0.13013,0.13539,0.10892,0.76914,0.12588,0.13208,0.10567,0.96262,2.36929,1.04044,1.19999,0.00143152,0.00143152,0.00143152
47,587.899,0.67235,1.26149,0.71297,1.07206,0.70793,0.12342,0.13141,0.10907,0.71604,0.12484,0.13284,0.10363,0.92041,2.7227,1.10794,1.12466,0.00140888,0.00140888,0.00140888
48,600.152,0.63358,1.19853,0.68977,1.06812,0.83815,0.13154,0.13768,0.11512,0.82012,0.12871,0.13652,0.10881,0.9016,2.42264,0.91918,1.10518,0.00138598,0.00138598,0.00138598
49,612.632,0.66657,1.20966,0.7058,1.08469,0.72146,0.13013,0.13622,0.11258,0.73028,0.13013,0.13664,0.11005,0.90594,2.2583,1.0334,1.11955,0.00136285,0.00136285,0.00136285
50,625.067,0.68409,1.2318,0.66829,1.07935,0.87201,0.12306,0.13393,0.11169,0.75797,0.12846,0.13473,0.10732,0.94275,2.29005,0.98224,1.09982,0.00133949,0.00133949,0.00133949
51,637.285,0.64393,1.1367,0.67326,1.0723,0.81841,0.12447,0.13583,0.11289,0.82814,0.12588,0.14014,0.11028,0.89481,2.34747,0.9454,1.07733,0.00131593,0.00131593,0.00131593
