epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,14.79,1.12796,3.01798,2.69022,1.47492,0.47692,0.10042,0.0914,0.05174,0.23407,0.07214,0.04164,0.01782,1.46673,6.67675,2.79676,1.81797,0.000392157,0.000392157,0.000392157
2,26.8428,1.27257,2.45285,1.64011,1.53735,0.02491,0.02405,0.00323,0.00195,0.02433,0.02122,0.00312,0.00154,1.84963,6.782,7.89259,1.96829,0.000792033,0.000792033,0.000792033
3,38.9894,1.40782,2.57231,1.68959,1.64328,0.02963,0.09335,0.00518,0.00267,0.02899,0.08062,0.00408,0.00178,2.07411,6.24159,38.6445,2.77829,0.00119141,0.00119141,0.00119141
4,50.8688,1.41899,2.46481,1.59224,1.64751,0.14713,0.05799,0.02365,0.00891,0.13611,0.05658,0.02144,0.00783,2.79779,6.17431,4.81973,3.2299,0.00158992,0.00158992,0.00158992
5,62.9779,1.38664,2.61886,1.54145,1.61967,0.35124,0.08204,0.04783,0.01975,0.24657,0.06506,0.02706,0.00893,2.43365,4.19766,3.4878,3.04523,0.00198718,0.00198718,0.00198718
6,75.0703,1.37851,2.5566,1.55396,1.61217,0.31447,0.08628,0.05721,0.03105,0.18354,0.08204,0.04024,0.02005,1.94616,3.8918,4.27164,2.3062,0.00199219,0.00199219,0.00199219
7,87.2781,1.35661,2.54514,1.51838,1.58647,0.33865,0.09477,0.0583,0.03319,0.26124,0.07072,0.0367,0.01292,1.76062,4.60652,2.93155,2.16202,0.00198877,0.00198877,0.00198877
8,99.7237,1.38895,2.62373,1.55829,1.62092,0.53101,0.11174,0.10661,0.05393,0.54798,0.10325,0.09968,0.04982,1.86786,3.29023,2.9367,2.10367,0.00198472,0.00198472,0.00198472
9,112.27,1.37231,2.45644,1.53301,1.58777,0.30848,0.08628,0.05399,0.02514,0.241,0.07638,0.04496,0.02143,2.19077,3.56103,2.34378,2.48114,0.00198006,0.00198006,0.00198006
10,124.767,1.33443,2.59921,1.55825,1.5412,0.45387,0.10325,0.09064,0.04974,0.51893,0.10184,0.09364,0.04983,1.97605,3.15752,2.70013,2.14744,0.00197478,0.00197478,0.00197478
11,137.217,1.26269,2.36958,1.45701,1.53344,0.60164,0.11457,0.11422,0.07969,0.57908,0.1075,0.10436,0.07309,1.30395,3.03654,1.82468,1.56129,0.0019689,0.0019689,0.0019689
12,149.372,1.2357,2.36186,1.405,1.50605,0.5887,0.11457,0.11034,0.07515,0.5816,0.1174,0.11053,0.0697,1.39528,2.9705,1.70138,1.61342,0.00196241,0.00196241,0.00196241
13,161.677,1.24819,2.38902,1.44315,1.50563,0.76101,0.1174,0.11539,0.08454,0.7135,0.11033,0.10736,0.06862,1.41124,3.32502,1.70268,1.61767,0.00195532,0.00195532,0.00195532
14,174.004,1.19675,2.23984,1.42529,1.46777,0.64577,0.11315,0.10785,0.07261,0.67401,0.1075,0.10465,0.06575,1.43343,3.23816,1.71495,1.55708,0.00194763,0.00194763,0.00194763
15,186.206,1.23683,2.22494,1.31793,1.50633,0.59364,0.10891,0.10165,0.06218,0.53939,0.11315,0.10193,0.06553,1.6631,2.8315,1.84139,1.79497,0.00193935,0.00193935,0.00193935
